"spec","cov_id","rule","pair_key","cancer","lppd_spec","lppd_paper1_primary","lppd_baseline_train","delta_vs_paper1","delta_vs_baseline"
"spec_02_cov8_2_rule1_pairB",8.2,1,"B","LUSC",-100.148287552636,-97.7431373717097,-99.1775261271172,-2.4051501809268,-0.9707614255192
"spec_02_cov8_2_rule1_pairB",8.2,1,"B","MESO",-16.9015313857154,-16.847198298346,-16.9041706579213,-0.0543330873694288,0.00263927220589011
"spec_02_cov8_2_rule1_pairB",8.2,1,"B","OV",-68.9937234582584,-68.4227652949758,-69.1698544820649,-0.570958163282569,0.176131023806548
"spec_02_cov8_2_rule1_pairB",8.2,1,"B","PAAD",-27.9125993768124,-27.6736885200274,-27.8336244545588,-0.238910856784994,-0.0789749222536393
"spec_02_cov8_2_rule1_pairB",8.2,1,"B","PCPG",-0.914679682401312,-0.89979443629964,-0.866458302374165,-0.014885246101673,-0.0482213800271472
"spec_02_cov8_2_rule1_pairB",8.2,1,"B","PRAD",-5.35147145259807,-5.66646864563603,-5.30014259849449,0.314997193037963,-0.0513288541035815
"spec_02_cov8_2_rule1_pairB",8.2,1,"B","SARC",-38.6782276775262,-37.9539525641474,-39.1422194649989,-0.72427511337883,0.463991787472665
"spec_02_cov8_2_rule1_pairB",8.2,1,"B","SKCM",-63.5387693582798,-63.5303963886053,-63.5119768201394,-0.00837296967441148,-0.0267925381403202
"spec_02_cov8_2_rule1_pairB",8.2,1,"B","STAD",-60.1105862248957,-60.965298729115,-60.1219966387442,0.854712504219243,0.0114104138484947
"spec_02_cov8_2_rule1_pairB",8.2,1,"B","TGCT",-1.60689644971931,-1.96006595541158,-1.58248468640516,0.353169505692274,-0.0244117633141492
"spec_02_cov8_2_rule1_pairB",8.2,1,"B","THCA",-7.89482801642762,-7.81951519019867,-7.88923473624168,-0.0753128262289513,-0.00559328018594218
"spec_02_cov8_2_rule1_pairB",8.2,1,"B","THYM",-5.15887440474895,-5.32938907123936,-5.09599415663932,0.170514666490408,-0.0628802481096296
"spec_02_cov8_2_rule1_pairB",8.2,1,"B","UCEC",-50.260574349081,-48.626350061796,-50.2194451424514,-1.63422428728505,-0.0411292066296696
"spec_02_cov8_2_rule1_pairB",8.2,1,"B","UCS",-11.7603259875939,-11.7892947433871,-11.8012793633897,0.0289687557932297,0.0409533757958656
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","ACC",-6.63242359109875,-6.51515306172658,-6.67749896492244,-0.117270529372164,0.0450753738236926
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","BLCA",-60.1187395561724,-59.882767407751,-60.1150767947366,-0.235972148421389,-0.00366276143579825
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","BRCA",-53.4666931636604,-53.33382943087,-53.5410011606485,-0.132863732790376,0.0743079969881393
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","CESC",-20.0508431290919,-19.8056152109089,-19.9295903343409,-0.245227918183051,-0.121252794750987
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","CHOL",-10.0332812358435,-10.1318737909829,-10.211906244114,0.0985925551394917,0.178625008270592
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","CORE",-57.511688434858,-56.5277887575917,-57.5117107574028,-0.983899677266372,2.23225447371078e-05
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","DLBC",-4.08549702623046,-4.05676250086065,-4.05274682927721,-0.0287345253698117,-0.0327501969532511
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","ESCA",-27.1692471397615,-27.1462958799979,-27.2845855107718,-0.022951259763655,0.115338371010324
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","HNSC",-69.3739274935072,-68.8233389064667,-69.3567662845463,-0.550588587040494,-0.0171612089608857
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","KICH",-4.99680697053012,-4.99059619094526,-5.03692611169964,-0.00621077958486271,0.0401191411695212
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","KIRC",-90.0126165673074,-89.7592278766831,-90.1807620676648,-0.25338869062432,0.168145500357426
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","KIRP",-22.7676073984817,-23.9201917361441,-22.7799554142405,1.15258433766234,0.0123480157587572
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","LGG",-40.0216341248343,-40.1011533887645,-40.0316619630612,0.0795192639301945,0.0100278382268399
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","LIHC",-50.5200877664834,-49.2921962247549,-50.7651022329297,-1.22789154172848,0.245014466446314
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","LUAD",-62.6343732903375,-62.9162412734836,-62.5950763403184,0.281867983146128,-0.0392969500191143
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","LUSC",-100.422236123133,-97.7431373717097,-99.1775261271172,-2.67909875142358,-1.24470999601598
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","MESO",-16.8789783435744,-16.847198298346,-16.9041706579213,-0.0317800452284658,0.0251923143468531
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","OV",-68.9954063000129,-68.4227652949758,-69.1698544820649,-0.572641005037141,0.174448182051975
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","PAAD",-27.8493267984035,-27.6736885200274,-27.8336244545588,-0.175638278376066,-0.0157023438447119
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","PCPG",-0.916366146696901,-0.89979443629964,-0.866458302374165,-0.0165717103972615,-0.0499078443227357
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","PRAD",-5.41863264352031,-5.66646864563603,-5.30014259849449,0.24783600211572,-0.118490045025825
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","SARC",-39.0962340656244,-37.9539525641474,-39.1422194649989,-1.14228150147703,0.0459853993744659
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","SKCM",-63.6019373342622,-63.5303963886053,-63.5119768201394,-0.071540945656821,-0.0899605141227298
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","STAD",-60.1781144331403,-60.965298729115,-60.1219966387442,0.78718429597464,-0.0561177943961084
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","TGCT",-1.56875038949019,-1.96006595541158,-1.58248468640516,0.391315565921389,0.0137342969149665
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","THCA",-7.95003581269191,-7.81951519019867,-7.88923473624168,-0.130520622493239,-0.0608010764502298
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","THYM",-5.19566076736907,-5.32938907123936,-5.09599415663932,0.133728303870291,-0.0996666107297459
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","UCEC",-50.3531185195268,-48.626350061796,-50.2194451424514,-1.72676845773077,-0.13367337707539
"spec_03_cov8_2_rule2_pairA",8.2,2,"A","UCS",-11.764929035713,-11.7892947433871,-11.8012793633897,0.0243657076741304,0.0363503276767663
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","ACC",-6.81838866035073,-6.51515306172658,-6.67749896492244,-0.303235598624149,-0.140889695428292
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","BLCA",-60.1781196364013,-59.882767407751,-60.1150767947366,-0.295352228650252,-0.0630428416646609
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","BRCA",-53.5734492760434,-53.33382943087,-53.5410011606485,-0.239619845173387,-0.032448115394871
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","CESC",-19.9667684629635,-19.8056152109089,-19.9295903343409,-0.161153252054614,-0.0371781286225499
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","CHOL",-10.1919213016455,-10.1318737909829,-10.211906244114,-0.0600475106625105,0.0199849424685894
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","CORE",-57.6279493577033,-56.5277887575917,-57.5117107574028,-1.10016060011162,-0.116238600300512
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","DLBC",-4.07166385147535,-4.05676250086065,-4.05274682927721,-0.0149013506147,-0.0189170221981394
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","ESCA",-27.2719789379397,-27.1462958799979,-27.2845855107718,-0.12568305794181,0.0126065728321691
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","HNSC",-69.4098136927625,-68.8233389064667,-69.3567662845463,-0.586474786295838,-0.05304740821623
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","KICH",-5.0357980671636,-4.99059619094526,-5.03692611169964,-0.0452018762183357,0.0011280445360482
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","KIRC",-89.9564681001234,-89.7592278766831,-90.1807620676648,-0.197240223440332,0.224293967541414
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","KIRP",-22.8240168376012,-23.9201917361441,-22.7799554142405,1.09617489854289,-0.0440614233606986
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","LGG",-39.9724608256893,-40.1011533887645,-40.0316619630612,0.128692563075262,0.0592011373719075
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","LIHC",-50.9026730839081,-49.2921962247549,-50.7651022329297,-1.61047685915322,-0.13757085097842
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","LUAD",-62.6085348454965,-62.9162412734836,-62.5950763403184,0.307706427987064,-0.0134585051781784
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","LUSC",-99.1805474278477,-97.7431373717097,-99.1775261271172,-1.43741005613803,-0.00302130073043827
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","MESO",-16.8962661262173,-16.847198298346,-16.9041706579213,-0.0490678278713119,0.00790453170400696
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","OV",-68.9201783054326,-68.4227652949758,-69.1698544820649,-0.497413010456796,0.24967617663232
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","PAAD",-28.021463673887,-27.6736885200274,-27.8336244545588,-0.347775153859583,-0.187839219328229
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","PCPG",-0.946422282075466,-0.89979443629964,-0.866458302374165,-0.0466278457758268,-0.079963979701301
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","PRAD",-5.37990952147033,-5.66646864563603,-5.30014259849449,0.286559124165701,-0.0797669229758435
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","SARC",-38.9941766521988,-37.9539525641474,-39.1422194649989,-1.04022408805144,0.148042812800057
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","SKCM",-63.532402187636,-63.5303963886053,-63.5119768201394,-0.00200579903068387,-0.0204253674965926
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","STAD",-60.2665383794818,-60.965298729115,-60.1219966387442,0.698760349633147,-0.144541740737601
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","TGCT",-1.57909104261804,-1.96006595541158,-1.58248468640516,0.380974912793541,0.00339364378711804
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","THCA",-8.00136303378627,-7.81951519019867,-7.88923473624168,-0.181847843587599,-0.11212829754459
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","THYM",-5.16371495001523,-5.32938907123936,-5.09599415663932,0.165674121224128,-0.0677207933759094
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","UCEC",-50.2785564826223,-48.626350061796,-50.2194451424514,-1.6522064208263,-0.0591113401709151
"spec_04_cov8_2_rule2_pairB",8.2,2,"B","UCS",-11.742479915923,-11.7892947433871,-11.8012793633897,0.0468148274641127,0.0587994474667486
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","ACC",-6.67005399210344,-6.51515306172658,-6.67749896492244,-0.15490093037686,0.00744497281899736
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","BLCA",-59.9665157196389,-59.882767407751,-60.1150767947366,-0.0837483118878879,0.148561075097703
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","BRCA",-53.3204096791768,-53.33382943087,-53.5410011606485,0.0134197516932701,0.220591481471786
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","CESC",-20.0461943484673,-19.8056152109089,-19.9295903343409,-0.240579137558449,-0.116604014126384
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","CHOL",-10.1553427973578,-10.1318737909829,-10.211906244114,-0.0234690063748406,0.0565634467562592
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","CORE",-57.4479885882736,-56.5277887575917,-57.5117107574028,-0.920199830681916,0.0637221691291927
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","DLBC",-3.9060563276927,-4.05676250086065,-4.05274682927721,0.150706173167949,0.146690501584509
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","ESCA",-27.1773000164678,-27.1462958799979,-27.2845855107718,-0.0310041364699956,0.107285494303984
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","HNSC",-69.6356413533623,-68.8233389064667,-69.3567662845463,-0.812302446895629,-0.278875068816021
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","KICH",-5.02685903124422,-4.99059619094526,-5.03692611169964,-0.0362628402989644,0.0100670804554195
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","KIRC",-89.8771096470157,-89.7592278766831,-90.1807620676648,-0.117881770332616,0.303652420649129
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","KIRP",-22.7728083965462,-23.9201917361441,-22.7799554142405,1.14738333959785,0.00714701769426185
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","LGG",-39.9726053533936,-40.1011533887645,-40.0316619630612,0.128548035370926,0.0590566096675715
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","LIHC",-50.3904398876031,-49.2921962247549,-50.7651022329297,-1.0982436628482,0.374662345326598
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","LUAD",-62.6927230980039,-62.9162412734836,-62.5950763403184,0.223518175479683,-0.0976467576855597
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","LUSC",-100.269598876092,-97.7431373717097,-99.1775261271172,-2.52646150438261,-1.09207274897501
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","MESO",-16.9133861404501,-16.847198298346,-16.9041706579213,-0.0661878421041138,-0.00921548252879489
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","OV",-68.9809899201516,-68.4227652949758,-69.1698544820649,-0.558224625175768,0.188864561913348
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","PAAD",-27.833613679824,-27.6736885200274,-27.8336244545588,-0.159925159796579,1.07747347755094e-05
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","PCPG",-0.926347698336626,-0.89979443629964,-0.866458302374165,-0.0265532620369863,-0.0598893959624605
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","PRAD",-5.39807620457245,-5.66646864563603,-5.30014259849449,0.268392441063582,-0.0979336060779632
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","SARC",-38.3960482070404,-37.9539525641474,-39.1422194649989,-0.442095642892994,0.746171257958501
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","SKCM",-63.5496724497066,-63.5303963886053,-63.5119768201394,-0.0192760611012162,-0.0376956295671249
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","STAD",-60.2567372112287,-60.965298729115,-60.1219966387442,0.708561517886253,-0.134740572484496
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","TGCT",-1.57360982256423,-1.96006595541158,-1.58248468640516,0.386456132847355,0.00887486384093195
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","THCA",-7.90843149272227,-7.81951519019867,-7.88923473624168,-0.0889163025235948,-0.0191967564805857
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","THYM",-5.27480303334303,-5.32938907123936,-5.09599415663932,0.054586037896331,-0.178808876703706
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","UCEC",-50.4774411274741,-48.626350061796,-50.2194451424514,-1.85109106567811,-0.257995985022731
"spec_05_cov8_2_rule3_pairA",8.2,3,"A","UCS",-11.7482056347711,-11.7892947433871,-11.8012793633897,0.041089108616033,0.0530737286186689
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","ACC",-6.77954811575249,-6.51515306172658,-6.67749896492244,-0.264395054025911,-0.102049150830054
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","BLCA",-60.5352476134555,-59.882767407751,-60.1150767947366,-0.652480205704542,-0.420170818718951
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","BRCA",-53.466969836871,-53.33382943087,-53.5410011606485,-0.133140406000926,0.0740313237775894
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","CESC",-20.098349939567,-19.8056152109089,-19.9295903343409,-0.292734728658104,-0.16875960522604
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","CHOL",-10.3417561855945,-10.1318737909829,-10.211906244114,-0.209882394611554,-0.129849941480455
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","CORE",-57.8256968760223,-56.5277887575917,-57.5117107574028,-1.29790811843063,-0.313986118619525
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","DLBC",-4.53984846459693,-4.05676250086065,-4.05274682927721,-0.483085963736285,-0.487101635319725
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","ESCA",-27.1586360351441,-27.1462958799979,-27.2845855107718,-0.0123401551462834,0.125949475627696
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","HNSC",-69.4966274224275,-68.8233389064667,-69.3567662845463,-0.673288515960792,-0.139861137881184
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","KICH",-5.10179535006245,-4.99059619094526,-5.03692611169964,-0.111199159117191,-0.0648692383628067
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","KIRC",-89.830036085172,-89.7592278766831,-90.1807620676648,-0.0708082084889554,0.35072598249279
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","KIRP",-22.7049959475905,-23.9201917361441,-22.7799554142405,1.21519578855355,0.0749594666499611
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","LGG",-39.9777275236112,-40.1011533887645,-40.0316619630612,0.123425865153315,0.0539344394499608
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","LIHC",-50.6666291064692,-49.2921962247549,-50.7651022329297,-1.37443288171435,0.0984731264604477
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","LUAD",-62.5650602074184,-62.9162412734836,-62.5950763403184,0.351181066065202,0.0300161328999593
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","LUSC",-99.6704025168814,-97.7431373717097,-99.1775261271172,-1.92726514517176,-0.492876389764163
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","MESO",-16.8979919907736,-16.847198298346,-16.9041706579213,-0.0507936924276606,0.00617866714765825
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","OV",-68.917257112428,-68.4227652949758,-69.1698544820649,-0.494491817452214,0.252597369636902
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","PAAD",-27.83576830358,-27.6736885200274,-27.8336244545588,-0.162079783552567,-0.00214384902121267
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","PCPG",-0.986077360072339,-0.89979443629964,-0.866458302374165,-0.0862829237726992,-0.119619057698173
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","PRAD",-5.48609724597514,-5.66646864563603,-5.30014259849449,0.18037139966089,-0.185954647480655
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","SARC",-38.4873452728288,-37.9539525641474,-39.1422194649989,-0.533392708681362,0.654874192170134
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","SKCM",-63.592633140135,-63.5303963886053,-63.5119768201394,-0.0622367515296034,-0.0806563199955121
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","STAD",-60.1992559438856,-60.965298729115,-60.1219966387442,0.766042785229338,-0.0772593051414106
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","TGCT",-1.56941150983643,-1.96006595541158,-1.58248468640516,0.390654445575155,0.0130731765687326
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","THCA",-7.99452345313611,-7.81951519019867,-7.88923473624168,-0.175008262937439,-0.10528871689443
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","THYM",-5.1828372508292,-5.32938907123936,-5.09599415663932,0.146551820410164,-0.0868430941898728
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","UCEC",-50.5817456670123,-48.626350061796,-50.2194451424514,-1.95539560521627,-0.362300524560894
"spec_06_cov8_2_rule3_pairB",8.2,3,"B","UCS",-11.7903148074535,-11.7892947433871,-11.8012793633897,-0.00102006406639887,0.010964555936237
"spec_07_cov10_1_rule1_pairA",10.1,1,"A","ACC",-6.68857464363517,-6.51515306172658,-6.67749896492244,-0.173421581908592,-0.0110756787127348
"spec_07_cov10_1_rule1_pairA",10.1,1,"A","BLCA",-60.0070107890359,-59.882767407751,-60.1150767947366,-0.124243381284892,0.108066005700699
"spec_07_cov10_1_rule1_pairA",10.1,1,"A","BRCA",-53.5167188878709,-53.33382943087,-53.5410011606485,-0.18288945700084,0.0242822727776755
